Species	EMBL	Experiment_ID	Dataset_ID	Strand_Correlation	Core_CDS_On	Core_Rfam_On	PPV	Specificity	Coverage	Fraction_mapped_reads
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071146	-0.001151284	0	0.047619	0.852505	0.995963	0.0000	0.00166358595194085027
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071147	-0.002871534	0	0.0238095	0.830148	0.983826	0.0007	0.00093019547393459396
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071148	-0.001351012	0	0.0238095	0.829576	0.990402	0.0003	0.00056159442898326448
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071149	-0.001234962	0	0.0238095	0.904659	0.996623	0.0000	0.00054658385093167701
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071150	-0.00640495	0.0769231	0.142857	0.923924	0.855312	0.0057	0.04730075541998485065
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071151	-0.003919312	0.025641	0.0952381	0.931838	0.977749	0.0021	0.03240921515033190160
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071152	-0.009294953	0.0512821	0.0714286	0.928931	0.925333	0.0035	0.02162386688494148117
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071153	-0.007359316	0	0.119048	0.933394	0.938223	0.0033	0.01358803797828188072
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071154	-0.007982252	0.0512821	0.0714286	0.931548	0.930970	0.0040	0.01219549222221097695
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071155	-0.002797532	0.025641	0.0714286	0.814941	0.928024	0.0035	0.00804319366127886779
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071156	-0.002757004	0	0.0238095	0.815477	0.983309	0.0003	0.00604982206405693950
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071157	-0.003842626	0.025641	0.0714286	0.846678	0.951427	0.0035	0.00519652163465148761
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071158	-0.003589634	0	0.119048	0.875006	0.977275	0.0016	0.00312668816605824479
Chlamydophila_pneumoniae_CWL029	AE001363.1	SRP004041	SRR071159	-0.003102145	0	0.0714286	0.873279	0.974990	0.0019	0.00294746388546997473
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445017	0.8850377	0.0789474	0.42	0.865577	0.493956	0.2204	0.98497355359254021260
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445018	0.8839056	0.0789474	0.34	0.865439	0.444947	0.2666	0.98149893822892569363
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445019	0.8808044	0.0789474	0.34	0.868648	0.487257	0.2270	0.98297879008851606771
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445020	0.8808553	0.105263	0.42	0.858704	0.458918	0.1303	0.98583659042838675217
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445021	0.8768318	0.0526316	0.34	0.855616	0.431413	0.1156	0.98736224249887461926
Burkholderia_glumae_BGR1	CP001504.2	SRP011470	SRR445022	0.8789318	0.0789474	0.34	0.869621	0.623525	0.1321	0.98854148786685752755
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445017	0.8538475	0.975	0.71875	0.897215	0.598012	0.4671	0.98497355359254021260
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445018	0.8596994	0.95	0.625	0.895225	0.568888	0.5082	0.98149893822892569363
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445019	0.8539039	0.975	0.625	0.895153	0.563877	0.4607	0.98297879008851606771
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445020	0.8614403	0.875	0.625	0.890601	0.576056	0.2335	0.98583659042838675217
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445021	0.8580245	0.95	0.828125	0.885038	0.559058	0.2318	0.98736224249887461926
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445022	0.8591898	0.95	0.71875	0.885752	0.532537	0.2683	0.98854148786685752755
Bacillus_cereus_ATCC_10987	AE016877.1	ERR031734	ERR031734	0.797656	0.9	0.684211	0.919039	0.855981	0.0858	0.97704255057724413682
Bacillus_cereus_ATCC_10987	AE017194.1	ERR031734	ERR031734	0.8046342	0.9	0.718447	0.928630	0.835285	0.0954	0.97926882474037099867
Bacillus_anthracis	AE017225.1	GSE13543	GSM343458_1	0.6130392	0.975	0.514851	0.902297	0.602381	0.3434	0.22881483675522227859
Bacillus_anthracis	AE017225.1	GSE13543	GSM343459_2A	0.7268219	0.925	0.158416	0.909483	0.688247	0.1124	0.09879052621338128874
Bacillus_anthracis	AE017225.1	GSE13543	GSM343459_2B	0.7157102	0.95	0.168317	0.900526	0.589700	0.1849	0.09873541594367472889
Bacillus_anthracis	AE017225.1	GSE13543	GSM343460_5	0.6088972	0.975	0.158416	0.910994	0.642753	0.4187	0.31804334261626982994
Bacillus_anthracis	AE017225.1	GSE13543	GSM343461_6A	0.6061916	0.875	0.227723	0.907682	0.640323	0.2533	0.13954551560337472010
Bacillus_anthracis	AE017225.1	GSE13543	GSM343461_6B	0.6069267	0.9	0.217822	0.905890	0.619777	0.2701	0.13686885709498349509
Bacillus_anthracis	AE017225.1	GSE13543	GSM343462_7	0.7614683	0.8	0.108911	0.864836	0.565033	0.1135	0.03085536053899431224
Bacillus_anthracis	AE017225.1	GSE13543	GSM343463_8A	0.7488464	0.825	0.138614	0.896199	0.626548	0.0986	0.04505561643364823977
Bacillus_anthracis	AE017225.1	GSE13543	GSM343463_8B	0.7124239	0.825	0.118812	0.893945	0.610310	0.1018	0.04538152105129504067
Bacillus_anthracis	AE017225.1	SRP001274	SRR028684	0.6031085	0.925	0.60396	0.925379	0.806748	0.0839	0.81217656991527295737
Bacillus_anthracis	AE017225.1	SRP001274	SRR028685	0.602798	0.925	0.50495	0.924731	0.804344	0.0852	0.81681128915581745338
Bacillus_anthracis	AE017225.1	SRP001274	SRR028686	0.606561	0.925	0.544554	0.924356	0.800594	0.0884	0.81861211416362919104
Bacillus_anthracis	AE017225.1	SRP001274	SRR028687	0.7792352	0.9	0.356436	0.923838	0.815361	0.0661	0.82430682319557751035
Bacillus_anthracis	AE017225.1	SRP001274	SRR028688	0.7785075	0.9	0.465347	0.923614	0.816914	0.0640	0.82406969651175488854
Bacillus_anthracis	AE017225.1	SRP001274	SRR028689	0.780284	0.875	0.356436	0.924724	0.821329	0.0614	0.82336083006971782278
Vibrio_splendidus_LGP32	FM954972.2	SRP021844	SRR836420	-0.002365255	0.725	0.471154	0.886516	0.846461	0.0759	0.93112072894245906159
Vibrio_splendidus_LGP32	FM954973.2	SRP021844	SRR836420	-0.0005345963	0	0	0.884520	0.977608	0.0107	0.93112072894245906159
